IP_Address,Timestamp,Method,Resource,Protocol,Status Code,Bytes Sent,Referrer,User Agent,Source Port,Destination Port,Origin Server,Destination,Response Code,Response Time (seconds),Backend Time (seconds)
172.18.0.1,29/Oct/2024:05:20:27 +0000,GET,/users/pk/,HTTP/1.1,200,446,-,python-requests/2.32.3,80,43964,localhost,172.18.0.8:8000,200,0.029,0.030
172.18.0.1,29/Oct/2024:05:20:28 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,43980,localhost,172.18.0.7:8000,204,0.089,0.089
172.18.0.1,29/Oct/2024:05:20:30 +0000,PATCH,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,58390,localhost,172.18.0.6:8000,200,0.104,0.104
172.18.0.1,29/Oct/2024:05:20:37 +0000,PATCH,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,58394,localhost,172.18.0.8:8000,200,0.156,0.156
172.18.0.1,29/Oct/2024:05:20:37 +0000,POST,/register/,HTTP/1.1,500,239783,-,python-requests/2.32.3,80,58410,localhost,172.18.0.7:8000,500,0.283,0.283
172.18.0.1,29/Oct/2024:05:20:41 +0000,POST,/register/,HTTP/1.1,201,736,-,python-requests/2.32.3,80,58420,localhost,172.18.0.6:8000,201,3.323,3.324
172.18.0.1,29/Oct/2024:05:20:41 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,44718,localhost,172.18.0.8:8000,200,0.028,0.028
172.18.0.1,29/Oct/2024:05:20:42 +0000,POST,/login/,HTTP/1.1,200,736,-,python-requests/2.32.3,80,44730,localhost,172.18.0.7:8000,200,0.348,0.348
172.18.0.1,29/Oct/2024:05:20:42 +0000,GET,/users/pk/,HTTP/1.1,200,455,-,python-requests/2.32.3,80,44736,localhost,172.18.0.6:8000,200,0.030,0.030
172.18.0.1,29/Oct/2024:05:20:48 +0000,PATCH,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,44752,localhost,172.18.0.8:8000,200,0.070,0.070
172.18.0.1,29/Oct/2024:05:20:51 +0000,PATCH,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,36436,localhost,172.18.0.7:8000,200,0.126,0.126
172.18.0.1,29/Oct/2024:05:20:54 +0000,PATCH,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,36438,localhost,172.18.0.6:8000,200,0.066,0.066
127.0.0.1,29/Oct/2024:05:20:54 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,36454,localhost,172.18.0.8:8000,401,0.012,0.013
172.18.0.1,29/Oct/2024:05:20:58 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,36474,localhost,172.18.0.8:8000,200,0.051,0.051
172.18.0.1,29/Oct/2024:05:20:58 +0000,PATCH,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,36484,localhost,172.18.0.7:8000,200,0.128,0.128
172.18.0.1,29/Oct/2024:05:20:59 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,36458,localhost,172.18.0.7:8000,201,3.904,3.904
172.18.0.1,29/Oct/2024:05:21:00 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,58802,localhost,172.18.0.6:8000,200,0.334,0.333
172.18.0.1,29/Oct/2024:05:21:00 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,58810,localhost,172.18.0.8:8000,200,0.025,0.026
172.18.0.1,29/Oct/2024:05:21:02 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,58820,localhost,172.18.0.7:8000,200,0.078,0.077
172.18.0.1,29/Oct/2024:05:21:05 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,58826,localhost,172.18.0.6:8000,200,0.057,0.057
172.18.0.1,29/Oct/2024:05:21:05 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,58832,localhost,172.18.0.8:8000,200,0.087,0.087
172.18.0.1,29/Oct/2024:05:21:07 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,58838,localhost,172.18.0.7:8000,200,0.074,0.074
172.18.0.1,29/Oct/2024:05:21:10 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,52412,localhost,172.18.0.6:8000,200,0.068,0.067
172.18.0.1,29/Oct/2024:05:21:11 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,52428,localhost,172.18.0.8:8000,200,0.060,0.060
172.18.0.1,29/Oct/2024:05:21:12 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,52436,localhost,172.18.0.7:8000,200,0.065,0.065
172.18.0.1,29/Oct/2024:05:21:14 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,52444,localhost,172.18.0.6:8000,200,0.035,0.035
172.18.0.1,29/Oct/2024:05:21:14 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,52448,localhost,172.18.0.8:8000,200,0.046,0.047
172.18.0.1,29/Oct/2024:05:21:14 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,52460,localhost,172.18.0.7:8000,200,0.038,0.037
172.18.0.1,29/Oct/2024:05:21:20 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,51658,localhost,172.18.0.8:8000,200,0.099,0.100
172.18.0.1,29/Oct/2024:05:21:21 +0000,GET,/users/pk/,HTTP/1.1,200,458,-,python-requests/2.32.3,80,51670,localhost,172.18.0.7:8000,200,0.042,0.041
172.18.0.1,29/Oct/2024:05:21:21 +0000,PATCH,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,51678,localhost,172.18.0.6:8000,200,0.076,0.076
172.18.0.1,29/Oct/2024:05:21:21 +0000,POST,/register/,HTTP/1.1,201,734,-,python-requests/2.32.3,80,52476,localhost,172.18.0.6:8000,201,3.966,3.964
172.18.0.1,29/Oct/2024:05:21:22 +0000,POST,/login/,HTTP/1.1,200,734,-,python-requests/2.32.3,80,51682,localhost,172.18.0.8:8000,200,0.355,0.355
172.18.0.1,29/Oct/2024:05:21:23 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,51696,localhost,172.18.0.7:8000,200,0.066,0.066
127.0.0.1,29/Oct/2024:05:21:24 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,51710,localhost,172.18.0.6:8000,401,0.009,0.009
172.18.0.1,29/Oct/2024:05:21:26 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,51726,localhost,172.18.0.8:8000,200,0.110,0.111
172.18.0.1,29/Oct/2024:05:21:26 +0000,PATCH,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,51730,localhost,172.18.0.7:8000,200,0.058,0.058
172.18.0.1,29/Oct/2024:05:21:31 +0000,PATCH,/users/pk/,HTTP/1.1,200,461,-,python-requests/2.32.3,80,54996,localhost,172.18.0.8:8000,200,0.050,0.050
172.18.0.1,29/Oct/2024:05:21:31 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,51734,localhost,172.18.0.6:8000,201,3.519,3.519
172.18.0.1,29/Oct/2024:05:21:32 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,54998,localhost,172.18.0.7:8000,200,0.340,0.340
172.18.0.1,29/Oct/2024:05:21:32 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,55012,localhost,172.18.0.6:8000,200,0.054,0.054
172.18.0.1,29/Oct/2024:05:21:34 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,55024,localhost,172.18.0.8:8000,200,0.033,0.033
172.18.0.1,29/Oct/2024:05:21:35 +0000,GET,/users/pk/,HTTP/1.1,200,449,-,python-requests/2.32.3,80,55040,localhost,172.18.0.7:8000,200,0.048,0.048
172.18.0.1,29/Oct/2024:05:21:37 +0000,GET,/users/pk/,HTTP/1.1,200,461,-,python-requests/2.32.3,80,55054,localhost,172.18.0.6:8000,200,0.033,0.033
172.18.0.1,29/Oct/2024:05:21:41 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,44866,localhost,172.18.0.8:8000,200,0.081,0.081
172.18.0.1,29/Oct/2024:05:21:42 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,44878,localhost,172.18.0.7:8000,204,0.064,0.063
172.18.0.1,29/Oct/2024:05:21:45 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,44886,localhost,172.18.0.8:8000,200,0.023,0.023
172.18.0.1,29/Oct/2024:05:21:46 +0000,GET,/users/pk/,HTTP/1.1,200,461,-,python-requests/2.32.3,80,44892,localhost,172.18.0.7:8000,200,0.057,0.057
172.18.0.1,29/Oct/2024:05:21:47 +0000,POST,/register/,HTTP/1.1,201,740,-,python-requests/2.32.3,80,44880,localhost,172.18.0.6:8000,201,3.195,3.196
172.18.0.1,29/Oct/2024:05:21:48 +0000,POST,/login/,HTTP/1.1,200,740,-,python-requests/2.32.3,80,44904,localhost,172.18.0.6:8000,200,0.321,0.319
172.18.0.1,29/Oct/2024:05:21:48 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,44914,localhost,172.18.0.8:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:21:49 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,44920,localhost,172.18.0.7:8000,200,0.067,0.068
127.0.0.1,29/Oct/2024:05:21:54 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,49614,localhost,172.18.0.6:8000,401,0.009,0.009
172.18.0.1,29/Oct/2024:05:21:55 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,49628,localhost,172.18.0.8:8000,200,0.071,0.071
172.18.0.1,29/Oct/2024:05:21:55 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,49638,localhost,172.18.0.7:8000,200,0.023,0.023
172.18.0.1,29/Oct/2024:05:21:56 +0000,GET,/users/pk/,HTTP/1.1,200,461,-,python-requests/2.32.3,80,49650,localhost,172.18.0.6:8000,200,0.056,0.057
172.18.0.1,29/Oct/2024:05:22:02 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,50778,localhost,172.18.0.7:8000,200,0.045,0.045
172.18.0.1,29/Oct/2024:05:22:03 +0000,POST,/register/,HTTP/1.1,201,734,-,python-requests/2.32.3,80,50766,localhost,172.18.0.8:8000,201,3.231,3.231
172.18.0.1,29/Oct/2024:05:22:04 +0000,POST,/login/,HTTP/1.1,200,734,-,python-requests/2.32.3,80,50782,localhost,172.18.0.6:8000,200,0.332,0.332
172.18.0.1,29/Oct/2024:05:22:04 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,50784,localhost,172.18.0.8:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:22:04 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,50786,localhost,172.18.0.7:8000,200,0.074,0.074
172.18.0.1,29/Oct/2024:05:22:05 +0000,GET,/users/pk/,HTTP/1.1,200,461,-,python-requests/2.32.3,80,50800,localhost,172.18.0.6:8000,200,0.049,0.049
172.18.0.1,29/Oct/2024:05:22:08 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,50804,localhost,172.18.0.6:8000,200,0.058,0.058
172.18.0.1,29/Oct/2024:05:22:09 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,50812,localhost,172.18.0.8:8000,200,0.038,0.038
172.18.0.1,29/Oct/2024:05:22:13 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,36850,localhost,172.18.0.7:8000,204,0.073,0.073
172.18.0.1,29/Oct/2024:05:22:14 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,36858,localhost,172.18.0.6:8000,200,0.087,0.088
172.18.0.1,29/Oct/2024:05:22:15 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,36864,localhost,172.18.0.8:8000,200,0.054,0.054
172.18.0.1,29/Oct/2024:05:22:17 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,36874,localhost,172.18.0.6:8000,200,0.041,0.040
172.18.0.1,29/Oct/2024:05:22:20 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,36870,localhost,172.18.0.7:8000,201,3.867,3.865
172.18.0.1,29/Oct/2024:05:22:21 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,37288,localhost,172.18.0.8:8000,200,0.351,0.351
172.18.0.1,29/Oct/2024:05:22:21 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,37302,localhost,172.18.0.7:8000,200,0.026,0.026
127.0.0.1,29/Oct/2024:05:22:25 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,37310,localhost,172.18.0.6:8000,401,0.010,0.010
172.18.0.1,29/Oct/2024:05:22:25 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,37314,localhost,172.18.0.8:8000,200,0.068,0.068
